tunnel_num s t weight
164 0 1 100
412 0 2 100
673 0 3 100
88 0 4 100
344 0 5 100
598 0 6 100
22 0 7 100
351 0 8 100
608 0 9 100
32 0 10 100
289 0 11 100
535 0 12 100
781 0 13 100
214 0 14 100
465 0 15 100
659 0 16 100
349 1 0 100
682 1 2 100
417 1 3 100
533 1 4 100
285 1 5 100
29 1 6 100
604 1 7 100
791 1 8 100
545 1 9 100
294 1 10 100
39 1 11 100
170 1 12 100
733 1 13 100
472 1 14 100
224 1 15 100
273 1 16 100
787 2 0 100
219 2 1 100
541 2 3 100
615 2 4 100
36 2 5 100
104 2 6 100
360 2 7 100
429 2 8 100
692 2 9 100
746 2 10 100
181 2 11 100
233 2 12 100
480 2 13 100
552 2 14 100
801 2 15 100
727 2 16 100
426 3 0 100
178 3 1 100
100 3 2 100
612 3 4 100
359 3 5 100
292 3 6 100
34 3 7 100
785 3 8 100
539 3 9 100
468 3 10 100
218 3 11 100
165 3 12 100
729 3 13 100
678 3 14 100
414 3 15 100
491 3 16 100
49 4 0 100
302 4 1 100
550 4 2 100
796 4 3 100
116 4 5 100
374 4 6 100
627 4 7 100
423 4 8 100
689 4 9 100
98 4 10 100
355 4 11 100
229 4 12 100
478 4 13 100
741 4 14 100
175 4 15 100
128 4 16 100
488 5 0 100
243 5 1 100
807 5 2 100
563 5 3 100
314 5 4 100
640 5 6 100
385 5 7 100
46 5 8 100
624 5 9 100
369 5 10 100
112 5 11 100
701 5 12 100
438 5 13 100
183 5 14 100
751 5 15 100
576 5 16 100
124 6 0 100
383 6 1 100
446 6 2 100
706 6 3 100
309 6 4 100
559 6 5 100
61 6 7 100
573 6 8 100
4 6 9 100
74 6 10 100
324 6 11 100
757 6 12 100
190 6 13 100
252 6 14 100
498 6 15 100
200 6 16 100
570 7 0 100
323 7 1 100
250 7 2 100
1 7 3 100
393 7 4 100
137 7 5 100
70 7 6 100
195 7 8 100
764 7 9 100
716 7 10 100
451 7 11 100
13 7 12 100
589 7 13 100
514 7 14 100
262 7 15 100
662 7 16 100
437 8 0 100
698 8 1 100
108 8 2 100
368 8 3 100
623 8 4 100
43 8 5 100
297 8 6 100
546 8 7 99
548 8 7 0
225 8 9 100
476 8 10 100
735 8 11 100
171 8 12 100
421 8 13 100
684 8 14 100
93 8 15 100
497 8 16 100
56 9 0 100
635 9 1 100
377 9 2 100
122 9 3 100
236 9 4 100
804 9 5 100
557 9 6 100
307 9 7 100
432 9 8 100
747 9 10 100
483 9 11 100
618 9 12 100
363 9 13 100
107 9 14 100
693 9 15 100
134 9 16 100
494 10 0 100
755 10 1 100
813 10 2 100
246 10 3 100
320 10 4 100
567 10 5 100
647 10 6 100
68 10 7 100
53 10 8 100
303 10 9 100
630 10 11 100
702 10 12 100
117 10 13 100
186 10 14 100
443 10 15 100
585 10 16 100
131 11 0 100
710 11 1 100
643 11 2 100
389 11 3 100
317 11 4 100
63 11 5 100
812 11 6 100
565 11 7 100
584 11 8 100
330 11 9 100
258 11 10 100
759 11 12 100
507 11 13 100
448 11 14 100
192 11 15 100
208 11 16 100
581 12 0 100
8 12 1 100
256 12 2 100
504 12 3 100
400 12 4 100
656 12 5 100
77 12 6 100
328 12 7 100
204 12 8 100
458 12 9 100
717 12 10 100
141 12 11 100
270 12 13 100
524 12 14 100
771 12 15 100
669 12 16 100
202 13 0 100
769 13 1 100
519 13 2 100
269 13 3 100
18 13 4 100
595 13 5 100
341 13 6 100
84 13 7 86
85 13 7 13
666 13 8 100
408 13 9 100
156 13 10 100
721 13 11 100
462 13 12 100
778 13 14 100
528 13 15 100
282 13 16 100
664 14 0 100
83 14 1 100
155 14 2 100
405 14 3 100
16 14 4 100
265 14 5 100
336 14 6 100
592 14 7 100
390 14 8 100
453 14 9 100
516 14 10 100
766 14 11 100
398 14 12 100
651 14 13 100
138 14 15 100
159 14 16 100
279 15 0 100
26 15 1 100
774 15 2 100
526 15 3 100
90 15 4 100
676 15 5 100
600 15 6 100
346 15 7 100
609 15 8 100
403 15 9 100
335 15 10 100
79 15 11 100
459 15 12 100
210 15 13 100
150 15 14 100
380 15 16 100
794 16 0 100
145 16 1 100
649 16 2 100
59 16 3 100
278 16 4 100
147 16 5 100
11 16 6 100
713 16 7 100
636 16 8 100
503 16 9 100
510 16 10 100
738 16 11 100
723 16 12 100
240 16 13 100
237 16 14 100
800 16 15 100
